iter	Passed	Remaining
637	7505	4258
638	7518	4247
639	7531	4236
640	7541	4223
641	7551	4211
642	7563	4199
643	7574	4187
644	7585	4175
645	7597	4163
646	7607	4150
647	7620	4139
648	7630	4126
649	7642	4115
650	7652	4102
651	7663	4090
652	7675	4078
653	7686	4066
654	7695	4053
655	7706	4041
656	7717	4029
657	7729	4017
658	7741	4006
659	7753	3994
660	7763	3981
661	7775	3969
662	7784	3957
663	7794	3944
664	7805	3932
665	7816	3920
666	7827	3907
667	7840	3896
668	7850	3884
669	7861	3871
670	7872	3859
671	7883	3847
672	7893	3835
673	7904	3823
674	7915	3811
675	7926	3799
676	7938	3787
677	7948	3774
678	7959	3762
679	7970	3750
680	7981	3738
681	7992	3726
682	8003	3714
683	8013	3702
684	8024	3689
685	8034	3677
686	8046	3665
687	8057	3654
688	8069	3642
689	8080	3630
690	8089	3617
691	8101	3606
692	8111	3593
693	8124	3582
694	8135	3570
695	8147	3558
696	8158	3546
697	8169	3534
698	8180	3522
699	8190	3510
700	8201	3498
701	8212	3486
702	8223	3474
703	8234	3462
704	8246	3450
705	8255	3438
706	8267	3426
707	8279	3414
708	8289	3402
709	8300	3390
710	8311	3378
711	8323	3366
712	8335	3355
713	8347	3343
714	8357	3331
715	8369	3319
716	8381	3308
717	8393	3296
718	8404	3284
719	8416	3273
720	8427	3260
721	8437	3248
722	8450	3237
723	8462	3225
724	8471	3213
725	8482	3201
726	8494	3189
727	8505	3177
728	8516	3165
729	8528	3154
730	8539	3142
731	8550	3130
732	8561	3118
733	8573	3107
734	8584	3095
735	8595	3083
736	8607	3071
737	8617	3059
738	8629	3047
739	8640	3035
740	8651	3023
741	8662	3012
742	8673	3000
743	8685	2988
744	8696	2976
745	8707	2964
746	8718	2952
747	8729	2940
748	8740	2929
749	8750	2916
750	8763	2905
751	8774	2893
752	8784	2881
753	8795	2869
754	8807	2857
755	8818	2846
756	8829	2834
757	8840	2822
758	8850	2810
759	8861	2798
760	8872	2786
761	8884	2774
762	8895	2763
763	8906	2751
764	8918	2739
765	8930	2728
766	8941	2716
767	8952	2704
768	8964	2692
769	8975	2680
770	8986	2669
771	8997	2657
772	9009	2645
773	9020	2633
774	9032	2622
775	9042	2610
776	9054	2598
777	9064	2586
778	9074	2574
779	9085	2562
780	9097	2550
781	9107	2538
782	9119	2527
783	9131	2515
784	9142	2503
785	9153	2492
786	9164	2480
787	9175	2468
788	9186	2456
789	9197	2444
790	9208	2433
791	9219	2421
792	9230	2409
793	9239	2397
794	9251	2385
795	9262	2373
796	9274	2362
797	9285	2350
798	9295	2338
799	9306	2326
800	9317	2314
801	9327	2302
802	9339	2291
803	9350	2279
804	9362	2268
805	9372	2256
806	9383	2244
807	9394	2232
808	9405	2220
809	9415	2208
810	9426	2196
811	9438	2185
812	9448	2173
813	9460	2161
814	9472	2150
815	9482	2138
816	9495	2126
817	9507	2115
818	9518	2103
819	9530	2092
820	9541	2080
821	9553	2068
822	9564	2056
823	9576	2045
824	9586	2033
825	9597	2021
826	9609	2010
827	9621	1998
828	9632	1986
829	9642	1974
830	9653	1963
831	9664	1951
832	9675	1939
833	9686	1927
834	9697	1916
835	9708	1904
836	9721	1893
837	9731	1881
838	9742	1869
839	9754	1858
840	9764	1846
841	9775	1834
842	9787	1822
843	9797	1810
844	9809	1799
845	9821	1787
846	9831	1775
847	9843	1764
848	9854	1752
849	9865	1740
850	9875	1729
851	9887	1717
852	9899	1705
853	9909	1694
854	9920	1682
855	9931	1670
856	9942	1659
857	9954	1647
858	9965	1635
859	9975	1623
860	9986	1612
861	9998	1600
862	10009	1588
863	10019	1577
864	10031	1565
865	10041	1553
866	10054	1542
867	10064	1530
868	10074	1518
869	10085	1507
870	10098	1495
871	10109	1483
872	10121	1472
873	10132	1460
874	10143	1449
875	10154	1437
876	10165	1425
877	10175	1413
878	10186	1402
879	10198	1390
880	10208	1378
881	10219	1367
882	10231	1355
883	10242	1344
884	10253	1332
885	10265	1320
886	10276	1309
887	10286	1297
888	10296	1285
889	10307	1273
890	10318	1262
891	10329	1250
892	10341	1239
893	10352	1227
894	10363	1215
895	10373	1204
896	10385	1192
897	10396	1180
898	10407	1169
899	10418	1157
900	10430	1146
901	10441	1134
902	10451	1122
903	10462	1111
904	10473	1099
905	10483	1087
906	10493	1075
907	10503	1064
908	10514	1052
909	10525	1041
910	10535	1029
911	10547	1017
912	10558	1006
913	10570	994
914	10582	983
915	10593	971
916	10604	959
917	10615	948
918	10625	936
919	10636	924
920	10647	913
921	10659	901
922	10671	890
923	10682	878
924	10693	867
925	10704	855
926	10715	843
927	10727	832
928	10738	820
929	10748	809
930	10760	797
931	10771	785
932	10782	774
933	10794	762
934	10805	751
935	10815	739
936	10826	727
937	10836	716
938	10847	704
939	10858	693
940	10868	681
941	10880	669
942	10891	658
943	10902	646
944	10913	635
945	10925	623
946	10935	612
947	10947	600
948	10958	588
949	10970	577
950	10982	565
951	11005	554
952	11029	543
953	11043	532
954	11056	520
955	11072	509
956	11085	498
957	11096	486
958	11107	474
959	11118	463
960	11130	451
961	11140	440
962	11150	428
963	11160	416
964	11174	405
965	11185	393
966	11196	382
967	11207	370
968	11218	358
969	11229	347
970	11240	335
971	11251	324
972	11263	312
973	11272	300
974	11284	289
975	11295	277
976	11305	266
977	11316	254
978	11327	242
979	11338	231
980	11349	219
981	11361	208
982	11372	196
983	11383	185
984	11393	173
985	11402	161
986	11414	150
987	11425	138
988	11436	127
989	11448	115
990	11460	104
991	11470	92
992	11481	80
993	11492	69
994	11504	57
995	11516	46
996	11526	34
997	11537	23
998	11549	11
999	11560	0
